pp_0000               6.3098110000E+06      1.9772840000E+06      1               2.5404887E-01
pp_0001               6.3114110000E+06      1.9772840000E+06      1               2.5404887E-01
pp_0002               6.3130110000E+06      1.9772840000E+06      1               2.5404887E-01
pp_0003               6.3146110000E+06      1.9772840000E+06      1               2.5404887E-01
pp_0004               6.3162110000E+06      1.9772840000E+06      1               2.5404887E-01
pp_0005               6.3178110000E+06      1.9772840000E+06      1               2.5404887E-01
pp_0006               6.3194110000E+06      1.9772840000E+06      1               2.5404887E-01
pp_0007               6.3210110000E+06      1.9772840000E+06      1               2.5404887E-01
pp_0008               6.3098110000E+06      1.9756840000E+06      1               2.5404887E-01
pp_0009               6.3114110000E+06      1.9756840000E+06      1               2.5404887E-01
pp_0010               6.3130110000E+06      1.9756840000E+06      1               2.5404887E-01
pp_0011               6.3146110000E+06      1.9756840000E+06      1               2.5404887E-01
pp_0012               6.3162110000E+06      1.9756840000E+06      1               2.5404887E-01
pp_0013               6.3178110000E+06      1.9756840000E+06      1               2.5404887E-01
pp_0014               6.3194110000E+06      1.9756840000E+06      1               2.5404887E-01
pp_0015               6.3210110000E+06      1.9756840000E+06      1               2.5404887E-01
pp_0016               6.3114110000E+06      1.9740840000E+06      1               2.5404887E-01
pp_0017               6.3130110000E+06      1.9740840000E+06      1               2.5404887E-01
pp_0018               6.3146110000E+06      1.9740840000E+06      1               2.5404887E-01
pp_0019               6.3162110000E+06      1.9740840000E+06      1               2.5404887E-01
pp_0020               6.3178110000E+06      1.9740840000E+06      1               2.5404887E-01
pp_0021               6.3194110000E+06      1.9740840000E+06      1               2.5404887E-01
pp_0022               6.3210110000E+06      1.9740840000E+06      1               2.5404887E-01
pp_0023               6.3130110000E+06      1.9724840000E+06      1               2.5404887E-01
pp_0024               6.3146110000E+06      1.9724840000E+06      1               2.5404887E-01
pp_0025               6.3162110000E+06      1.9724840000E+06      1               2.5404887E-01
pp_0026               6.3178110000E+06      1.9724840000E+06      1               2.5404887E-01
pp_0027               6.3194110000E+06      1.9724840000E+06      1               2.5404887E-01
pp_0028               6.3210110000E+06      1.9724840000E+06      1               2.5404887E-01
pp_0029               6.3130110000E+06      1.9708840000E+06      1               2.5404887E-01
pp_0030               6.3146110000E+06      1.9708840000E+06      1               2.5404887E-01
pp_0031               6.3162110000E+06      1.9708840000E+06      1               2.5404887E-01
pp_0032               6.3178110000E+06      1.9708840000E+06      1               2.5404887E-01
pp_0033               6.3194110000E+06      1.9708840000E+06      1               2.5404887E-01
pp_0034               6.3210110000E+06      1.9708840000E+06      1               2.5404887E-01
pp_0035               6.3146110000E+06      1.9692840000E+06      1               2.5404887E-01
pp_0036               6.3162110000E+06      1.9692840000E+06      1               2.5404887E-01
pp_0037               6.3178110000E+06      1.9692840000E+06      1               2.5404887E-01
pp_0038               6.3194110000E+06      1.9692840000E+06      1               2.5404887E-01
pp_0039               6.3210110000E+06      1.9692840000E+06      1               2.5404887E-01
pp_0040               6.3146110000E+06      1.9676840000E+06      1               2.5404887E-01
pp_0041               6.3162110000E+06      1.9676840000E+06      1               2.5404887E-01
pp_0042               6.3178110000E+06      1.9676840000E+06      1               2.5404887E-01
pp_0043               6.3194110000E+06      1.9676840000E+06      1               2.5404887E-01
pp_0044               6.3210110000E+06      1.9676840000E+06      1               2.5404887E-01
pp_0045               6.3130110000E+06      1.9660840000E+06      1               2.5404887E-01
pp_0046               6.3146110000E+06      1.9660840000E+06      1               2.5404887E-01
pp_0047               6.3162110000E+06      1.9660840000E+06      1               2.5404887E-01
pp_0048               6.3178110000E+06      1.9660840000E+06      1               2.5404887E-01
pp_0049               6.3194110000E+06      1.9660840000E+06      1               2.5404887E-01
pp_0050               6.3210110000E+06      1.9660840000E+06      1               2.5404887E-01
pp_0051               6.3130110000E+06      1.9644840000E+06      1               2.5404887E-01
pp_0052               6.3146110000E+06      1.9644840000E+06      1               2.5404887E-01
pp_0053               6.3162110000E+06      1.9644840000E+06      1               2.5404887E-01
pp_0054               6.3178110000E+06      1.9644840000E+06      1               2.5404887E-01
pp_0055               6.3194110000E+06      1.9644840000E+06      1               2.5404887E-01
pp_0056               6.3130110000E+06      1.9628840000E+06      1               2.5404887E-01
pp_0057               6.3146110000E+06      1.9628840000E+06      1               2.5404887E-01
pp_0058               6.3162110000E+06      1.9628840000E+06      1               2.5404887E-01
pp_0059               6.3178110000E+06      1.9628840000E+06      1               2.5404887E-01
pp_0060               6.3194110000E+06      1.9628840000E+06      1               2.5404887E-01
pp_0061               6.3130110000E+06      1.9612840000E+06      1               2.5404887E-01
pp_0062               6.3146110000E+06      1.9612840000E+06      1               2.5404887E-01
pp_0063               6.3162110000E+06      1.9612840000E+06      1               2.5404887E-01
pp_0064               6.3178110000E+06      1.9612840000E+06      1               2.5404887E-01
pp_0065               6.3194110000E+06      1.9612840000E+06      1               2.5404887E-01
pp_0066               6.3130110000E+06      1.9596840000E+06      1               2.5404887E-01
pp_0067               6.3146110000E+06      1.9596840000E+06      1               2.5404887E-01
