pp_0000               6.3098110000E+06      1.9772840000E+06      1               9.8451472E-04
pp_0001               6.3114110000E+06      1.9772840000E+06      1               9.8451472E-04
pp_0002               6.3130110000E+06      1.9772840000E+06      1               9.8451472E-04
pp_0003               6.3146110000E+06      1.9772840000E+06      1               9.8451472E-04
pp_0004               6.3162110000E+06      1.9772840000E+06      1               4.6149128E-03
pp_0005               6.3178110000E+06      1.9772840000E+06      1               7.0761999E-04
pp_0006               6.3194110000E+06      1.9772840000E+06      1               7.0761999E-04
pp_0007               6.3210110000E+06      1.9772840000E+06      1               2.6151173E-04
pp_0008               6.3098110000E+06      1.9756840000E+06      1               9.8451472E-04
pp_0009               6.3114110000E+06      1.9756840000E+06      1               9.8451472E-04
pp_0010               6.3130110000E+06      1.9756840000E+06      1               9.8451472E-04
pp_0011               6.3146110000E+06      1.9756840000E+06      1               9.8451472E-04
pp_0012               6.3162110000E+06      1.9756840000E+06      1               4.6149128E-03
pp_0013               6.3178110000E+06      1.9756840000E+06      1               7.0761999E-04
pp_0014               6.3194110000E+06      1.9756840000E+06      1               7.0761999E-04
pp_0015               6.3210110000E+06      1.9756840000E+06      1               2.6151173E-04
pp_0016               6.3114110000E+06      1.9740840000E+06      1               9.8451472E-04
pp_0017               6.3130110000E+06      1.9740840000E+06      1               9.8451472E-04
pp_0018               6.3146110000E+06      1.9740840000E+06      1               9.8451472E-04
pp_0019               6.3162110000E+06      1.9740840000E+06      1               4.6149128E-03
pp_0020               6.3178110000E+06      1.9740840000E+06      1               7.0761999E-04
pp_0021               6.3194110000E+06      1.9740840000E+06      1               7.0761999E-04
pp_0022               6.3210110000E+06      1.9740840000E+06      1               2.6151173E-04
pp_0023               6.3130110000E+06      1.9724840000E+06      1               9.8451472E-04
pp_0024               6.3146110000E+06      1.9724840000E+06      1               9.8451472E-04
pp_0025               6.3162110000E+06      1.9724840000E+06      1               9.8451472E-04
pp_0026               6.3178110000E+06      1.9724840000E+06      1               4.6149128E-03
pp_0027               6.3194110000E+06      1.9724840000E+06      1               7.0761999E-04
pp_0028               6.3210110000E+06      1.9724840000E+06      1               2.6151173E-04
pp_0029               6.3130110000E+06      1.9708840000E+06      1               9.8451472E-04
pp_0030               6.3146110000E+06      1.9708840000E+06      1               9.8451472E-04
pp_0031               6.3162110000E+06      1.9708840000E+06      1               9.8451472E-04
pp_0032               6.3178110000E+06      1.9708840000E+06      1               4.6149128E-03
pp_0033               6.3194110000E+06      1.9708840000E+06      1               7.0761999E-04
pp_0034               6.3210110000E+06      1.9708840000E+06      1               7.0761999E-04
pp_0035               6.3146110000E+06      1.9692840000E+06      1               9.8451472E-04
pp_0036               6.3162110000E+06      1.9692840000E+06      1               9.8451472E-04
pp_0037               6.3178110000E+06      1.9692840000E+06      1               4.6149128E-03
pp_0038               6.3194110000E+06      1.9692840000E+06      1               7.0761999E-04
pp_0039               6.3210110000E+06      1.9692840000E+06      1               2.6151173E-04
pp_0040               6.3146110000E+06      1.9676840000E+06      1               9.8451472E-04
pp_0041               6.3162110000E+06      1.9676840000E+06      1               9.8451472E-04
pp_0042               6.3178110000E+06      1.9676840000E+06      1               4.6149128E-03
pp_0043               6.3194110000E+06      1.9676840000E+06      1               7.0761999E-04
pp_0044               6.3210110000E+06      1.9676840000E+06      1               2.6151173E-04
pp_0045               6.3130110000E+06      1.9660840000E+06      1               9.8451472E-04
pp_0046               6.3146110000E+06      1.9660840000E+06      1               9.8451472E-04
pp_0047               6.3162110000E+06      1.9660840000E+06      1               4.6149128E-03
pp_0048               6.3178110000E+06      1.9660840000E+06      1               7.0761999E-04
