0	200.0
86400	200.0
172800	183.0
259200	169.0
345600	155.0
432000	142.0
518400	131.0
604800	122.0
691200	115.0
777600	109.0
864000	103.0
950400	99.4
1036800	95.6
1123200	92.0
1209600	90.8
1296000	83.5
1382400	79.2
1468800	85.0
1555200	85.3
1641600	78.5
1728000	74.8
1814400	71.5
1900800	68.3
1987200	66.6
2073600	72.1
2160000	70.8
2246400	67.7
2332800	63.1
2419200	58.5
2505600	54.9
2592000	155.0
2678400	359.0
2764800	291.0
2851200	324.0
2937600	448.0
3024000	428.0
3110400	366.0
3196800	305.0
3283200	240.0
3369600	191.0
3456000	160.0
3542400	142.0
3628800	139.0
3715200	126.0
3801600	116.0
3888000	105.0
3974400	93.3
4060800	79.1
4147200	74.0
4233600	71.6
4320000	67.6
4406400	64.9
4492800	60.6
4579200	54.6
4665600	52.4
4752000	46.7
4838400	41.4
4924800	36.7
5011200	37.3
5097600	31.1
5184000	29.6
5270400	29.0
5356800	28.5
5443200	28.0
5529600	27.0
5616000	26.0
5702400	25.1
5788800	24.3
5875200	24.0
5961600	22.9
6048000	21.6
6134400	20.5
6220800	19.0
6307200	17.7
6393600	17.3
6480000	16.9
6566400	16.2
6652800	15.6
6739200	15.2
6825600	14.3
6912000	13.6
6998400	13.6
7084800	13.0
7171200	12.1
7257600	11.6
7344000	11.1
7430400	11.0
7516800	11.0
7603200	10.4
7689600	10.3
7776000	9.39
7862400	8.89
7948800	7.73
8035200	6.94
8121600	6.56
8208000	6.57
8294400	6.46
8380800	6.75
8467200	6.68
8553600	6.48
8640000	6.21
8726400	6.05
8812800	5.54
8899200	5.28
8985600	4.98
9072000	4.89
9158400	4.51
9244800	4.43
9331200	4.29
